datetime,open,high,low,close,volume
2026-03-21 07:15:00,70743.29,70775.87,70743.29,70775.87,0
2026-03-21 07:20:00,70789.28,70790.04,70784.24,70788.76,0
2026-03-21 07:25:00,70800.89,70871.85,70800.89,70871.85,0
2026-03-21 07:30:00,70865.77,70865.77,70776.44,70776.44,52097024
2026-03-21 07:35:00,70784.99,70785.36,70778.90,70779.84,0
2026-03-21 07:40:00,70767.91,70777.55,70767.91,70777.55,0
2026-03-21 07:45:00,70761.63,70761.63,70705.01,70735.20,0
2026-03-21 07:50:00,70743.89,70743.89,70704.50,70704.50,0
2026-03-21 07:55:00,70703.47,70703.47,70693.84,70697.63,0
2026-03-21 08:00:00,70711.71,70711.71,70691.68,70698.04,0
2026-03-21 08:05:00,70705.05,70727.67,70705.05,70712.71,0
2026-03-21 08:10:00,70705.98,70723.41,70705.98,70710.38,0
2026-03-21 08:15:00,70711.12,70711.12,70644.19,70644.19,0
2026-03-21 08:20:00,70605.73,70605.73,70542.97,70542.97,0
2026-03-21 08:25:00,70568.57,70568.57,70536.15,70536.15,106467328
2026-03-21 08:30:00,70520.17,70566.47,70489.36,70566.47,0
2026-03-21 08:35:00,70598.57,70612.17,70598.57,70600.06,396285952
2026-03-21 08:40:00,70603.59,70623.11,70603.59,70623.11,24221696
2026-03-21 08:45:00,70603.01,70604.18,70564.56,70575.91,0
2026-03-21 08:50:00,70582.43,70582.43,70572.35,70572.35,0
2026-03-21 08:55:00,70581.52,70598.23,70576.21,70585.99,0
2026-03-21 09:00:00,70586.72,70644.89,70586.72,70644.89,0
2026-03-21 09:05:00,70668.38,70701.45,70666.34,70695.07,0
2026-03-21 09:10:00,70698.61,70698.61,70675.41,70675.41,0
2026-03-21 09:15:00,70699.59,70700.85,70670.68,70670.68,0
2026-03-21 09:20:00,70658.19,70658.19,70637.79,70643.61,0
2026-03-21 09:25:00,70639.22,70639.22,70599.18,70599.18,0
2026-03-21 09:30:00,70594.71,70611.48,70583.37,70611.48,0
2026-03-21 09:35:00,70614.95,70644.44,70609.11,70644.44,0
2026-03-21 09:40:00,70670.35,70673.27,70643.80,70643.80,0
2026-03-21 09:45:00,70636.81,70649.13,70635.88,70649.13,0
2026-03-21 09:50:00,70650.20,70667.59,70634.95,70664.66,870400
2026-03-21 09:55:00,70653.89,70656.60,70646.04,70656.60,18294784
2026-03-21 10:00:00,70654.47,70661.24,70622.57,70636.62,0
2026-03-21 10:05:00,70644.24,70644.24,70622.39,70644.17,35287040
2026-03-21 10:10:00,70659.95,70659.95,70613.40,70613.40,0
2026-03-21 10:15:00,70620.36,70622.82,70588.37,70588.37,0
2026-03-21 10:20:00,70578.48,70581.70,70562.70,70562.70,0
2026-03-21 10:25:00,70572.04,70585.11,70569.27,70572.05,0
2026-03-21 10:30:00,70582.93,70599.05,70582.93,70593.77,27017216
2026-03-21 10:35:00,70596.18,70607.75,70596.05,70603.96,0
2026-03-21 10:40:00,70606.20,70612.32,70576.61,70576.61,0
2026-03-21 10:45:00,70580.23,70580.23,70556.99,70564.90,0
2026-03-21 10:50:00,70563.49,70583.24,70563.49,70580.42,0
2026-03-21 10:55:00,70580.54,70590.25,70580.54,70589.52,0
2026-03-21 11:00:00,70588.78,70593.20,70588.78,70591.21,0
2026-03-21 11:05:00,70598.20,70598.20,70579.84,70579.84,33386496
2026-03-21 11:10:00,70589.84,70589.84,70568.62,70570.72,0
2026-03-21 11:15:00,70561.00,70578.81,70558.70,70578.81,0
2026-03-21 11:20:00,70580.97,70580.97,70575.99,70575.99,0
2026-03-21 11:25:00,70580.15,70598.67,70580.15,70598.67,0
2026-03-21 11:30:00,70597.16,70597.16,70567.61,70582.23,0
2026-03-21 11:35:00,70584.81,70596.40,70580.91,70596.20,22433792
2026-03-21 11:40:00,70597.40,70615.80,70597.40,70615.80,0
2026-03-21 11:45:00,70618.77,70619.80,70605.84,70615.12,0
2026-03-21 11:50:00,70617.42,70617.42,70607.64,70608.69,1605632
2026-03-21 11:55:00,70602.46,70636.27,70602.17,70634.96,0
2026-03-21 12:00:00,70635.16,70676.37,70635.16,70676.37,0
2026-03-21 12:05:00,70698.09,70698.09,70654.99,70654.99,0
2026-03-21 12:10:00,70681.75,70705.84,70681.75,70705.84,15532032
2026-03-21 12:15:00,70710.77,70710.77,70690.95,70690.95,0
2026-03-21 12:20:00,70682.34,70763.40,70682.34,70754.26,0
2026-03-21 12:25:00,70751.16,70760.73,70751.16,70760.73,0
2026-03-21 12:30:00,70751.50,70753.59,70715.82,70715.82,0
2026-03-21 12:35:00,70714.30,70724.22,70706.42,70724.22,0
2026-03-21 12:40:00,70743.13,70743.13,70734.86,70734.86,0
2026-03-21 12:45:00,70737.78,70737.78,70705.99,70705.99,0
2026-03-21 12:50:00,70710.80,70717.55,70707.31,70707.31,0
2026-03-21 12:55:00,70699.71,70710.55,70699.71,70704.87,0
